unique_id,transaction_id,unformatted_date,customer_id,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
2612027,20181219|562|3|2|4909048,3/14/19,6977.63,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,297,562 Columbia,101 S Providence Rd,Columbia,65203,38.9509,-92.3362,ACTIVE,2.09,0.732,1.358,2
1281537,20170721|497|1|4|1771950,10/14/17,1240.056,917,32OZ KOOLEE REFILL,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,0.01,-1,1.01,1
2339438,20170628|302|2|2|4410239,9/21/17,NA,2348,20OZ COFFEE REFILL,147,Hot Bev-refills (305),232,Hot Dispensed Beverage,11,116,302 Parkersburg,602 Coates St,Parkersburg,50665,42.577,-92.7869,ACTIVE,1,0.533704,0.466296,1
126643,20181015|473|2|1|3513035,1/8/19,NA,594,CAMEL CRUSH MEN SLVR 85 BX,161,Cig-premium (331),8,Cigarettes,435,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,5.01,0.36513,4.64487,1
74185,20190817|953|2|2|2344053,11/10/19,NA,9697,BLACK&M WINE WDTP  5PK,324,Domestic,320,Cigars,51,459,953 Laramie,152 N 5Th St,Laramie,82072,41.3132,-105.591,ACTIVE,5.99,1.83467,4.15533,1
498571,20171210|446|1|1|1938749,3/5/18,NA,2566,SWISHER TRPFUS 2P99 CIGRL POCH,335,Tobacco-cigarillo (962),320,Cigars,342,207,446 Bessemer,750 Academy Drive,Bessemer,35022,40.1928,-92.5812,ACTIVE,0.99,0.34028,0.64972,1
71994,20161023|219|1|1|1500134,1/16/17,NA,12367,SKOAL SNUS SMTH MNT,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,80,219 Waverly,1311 4Th St Sw,Waverly,50677,42.7121,-92.4746,CLOSED,3.59,1.49667,2.09333,1
2868683,20190517|391|2|1|7433220,8/10/19,NA,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,1.49,0.610297,0.879703,1
2523329,20161027|368|1|100|2845898,1/19/17,NA,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,137,368 Harrisburg,306 State St,Harrisburg,69345,41.5565,-103.741,ACTIVE,29.9,4.194,25.706,13.98
2557308,20170304|208|1|1|1959504,5/28/17,NA,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,72,208 Dewar,5916 1St St,Dewar,50623,42.5253,-92.22,ACTIVE,8,8,0,1
111699,20180519|473|1|1|3285930,8/12/18,6414.77,2576,SWISHER BLK SMTH 2P99 CIGRL POCH,335,Tobacco-cigarillo (962),320,Cigars,342,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,0.99,0.36818,0.62182,1
1699367,20180415|914|2|1|3497322,7/9/18,7670.214,456,KICKSTART ORIG UL 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,434,914 Centennial,2221 E Arapahoe Rd,Centennial,80122,39.5957,-104.963,ACTIVE,1.99,0.84625,1.14375,1
2014794,20181004|1837|1|100|1808646,12/28/18,NA,18963,DIESELBIO,1,Fuel Premuim,78,Fuel,68,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,84.01,8.1327,75.8773,27.109
1885558,20170321|2731|3|1|3636254,6/14/17,NA,993,IA QUICK $50 321,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,107,2731 Alta,106 S Cherokee St,Alta,51002,42.6745,-95.3054,ACTIVE,2,0.14,1.86,1
1734017,20170607|927|1|1|2398802,8/31/17,NA,5367,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,442,927 Littleton,1500 W Littleton Blvd Ste 110-E,Littleton,80120,39.6124,-105.006,ACTIVE,1,1,0,1
647757,20190424|95|1|1|3599373,7/18/19,NA,1177,IA BNS CRSSWRD 953,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,457,95 Spencer,11 E 18Th St,Spencer,51301,43.1564,-95.1451,ACTIVE,6,0.42,5.58,2
250551,20180630|292|1|1|2770690,9/23/18,NA,2738,OLD GLD GLD BX,162,Cig-discount (332),8,Cigarettes,158,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,13.1,1.90182,11.19818,2
1853847,20180507|1837|2|1|1425374,7/31/18,7185.684,10812,SIGNATURE CHKN SAND,276,Hot Food,275,Hot Sandwiches & Chicken,207,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,3.29,2.162,1.128,1
1907028,20190320|4923|3|2|5268268,6/13/19,NA,10059,CO $50 SERIES II CASH CANNON BNKRL BLAST 856,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,50,3.5,46.5,1
1965070,20161113|887|3|1|3775415,2/6/17,NA,18953,PrepayFuel,1,Fuel Premuim,78,Fuel,68,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,0,NA,NA,NA
1417265,20190710|561|5|5|9104907,10/3/19,NA,10818,ADD BRKFST SSG PATTY FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,3,1.77,1.23,6
943196,20190405|368|1|2|4520445,6/29/19,6521.962,10870,CRSNT BCN EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,137,368 Harrisburg,306 State St,Harrisburg,69345,41.5565,-103.741,ACTIVE,4.5,2.236,2.264,2
1184589,20171019|453|2|2|3862356,1/12/18,NA,9653,JOPLIN GLOBE,114,Nwspapers,183,Newspapers,296,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,1.5,0.13,1.37,1
845746,20190714|237|1|3|4016743,10/7/19,NA,12362,COPENHGN LC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,5.89,1.555,4.335,1
1469446,20190919|571|3|1|4451873,12/13/19,NA,10785,CHRY SLCS 9.25OZ,267,Healthy Candy,331,Candy,230,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,1.79,1.125,0.665,1
2177129,20181024|237|1|100|3615088,1/17/19,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,81.87,8.9349,72.9351,29.783
1155866,20161209|423|2|2|1806109,3/4/17,NA,15196,AR TIC TAC TRIPLER 368,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,192,423 Adamsville,2473 Hackworth Road,Adamsville,35005,34.5253,-91.3257,ACTIVE,4,0.2,3.8,2
1577885,20181101|846|3|2|5334833,1/25/19,NA,9867,BIC LGHTR BIG,194,Gen Merch-smoking Assoc (428),182,Gm/novelty,56,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,1.99,1.16507,0.82493,1
2375150,20190912|24|1|1|5557674,12/6/19,NA,18234,LOTTERY WIN,135,Lottery-win (270),307,Store Services (92),1,97,24 Hazleton,200 Main St S,Hazleton,50641,42.6151,-91.906,ACTIVE,-4,0,0,4
362406,20171004|966|2|2|1862306,12/28/17,4425.148,3336,MARLB MEN SLATE BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,10.16,1.73222,8.42778,2
2073954,20171207|473|1|1|3078505,3/2/18,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,10,1.4292,8.5708,4.764
2115763,20181227|867|2|2|3276908,3/22/19,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,401,867 Caney,200 W Main St,Caney,74533,34.2321,-96.2133,ACTIVE,40,6.561,33.439,21.87
1932645,20161028|435|1|2|2317536,1/21/17,6221.746,18953,PrepayFuel,1,Fuel Premuim,78,Fuel,68,199,435 Golden City,519 Main St,Golden City,64748,37.3929,-94.0928,ACTIVE,0,NA,NA,NA
534484,20170120|203|2|1|1887738,4/15/17,NA,16120,ZONNIC CINN GUM 4MG,336,Tobacco-alternative (963),321,Smokeless (951),20,67,203 Waterloo,1422 Flammang Dr,Waterloo,50702,42.4583,-92.3276,CLOSED,4.89,1.42312,3.46688,1
1253391,20190427|480|5|2|4402978,7/21/19,3390.49,13642,DR PEPPER 1LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,237,480 Ionia,206 N Main St,Ionia,65335,38.5027,-93.3235,ACTIVE,2,0.75872,1.24128,1
2263744,20171103|498|1|100|4646834,1/27/18,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,27,3.4335,23.5665,11.445
1212155,20170709|470|1|1|3726077,10/2/17,NA,10375,MONSTER 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,227,470 Columbia,2300 Bernadette Dr Ste 200,Columbia,65203,38.9632,-92.3734,CLOSED,2.69,1.45065,1.23935,1
2067763,20170724|222|1|100|2674179,10/17/17,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,85,222 Pilot Mound,102 Pilot St,Pilot Mound,50223,42.162,-94.0176,ACTIVE,33.59,4.6896,28.9004,15.632
1143587,20180825|412|1|1|3358494,11/18/18,7194.12,6242,COKE 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,1.99,0.84679,1.14321,1
995800,20161230|382|2|1|2396022,3/25/17,1667.09,950,44OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,152,382 Gentry,899 W Main St,Gentry,72734,36.2672,-94.4929,ACTIVE,1.19,0.757418,0.432582,1
536547,20180208|479|2|2|3754146,5/4/18,NA,240,STRBCKS FRAPP MOCHA 13.7OZ GLS,363,Coffee Drinks,36,Dairy,110,236,479 Lincoln,214 E Main St,Lincoln,65338,38.3907,-93.3343,CLOSED,3.19,1.52333,1.66667,1
65042,20190303|700|3|1|821139,5/27/19,5818.84,9141,MO TRIPLE BONUS CRSSWRD 246,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,15,0.75,14.25,3
545587,20190730|938|2|1|2877127,10/23/19,NA,6778,SKU ICE BAG 10LB,143,Ice (282),141,Ice (277),7,451,938 Pritchett,153 Randolph St,Pritchett,81064,37.368,-102.86,ACTIVE,2.99,1.644,1.346,1
1203174,20180309|465|1|3|3763078,6/2/18,NA,217,DT MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,3,0.7155,2.2845,2
2252202,20190116|476|1|100|5039559,4/11/19,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,233,476 Birmingham,9248 Parkway East,Birmingham,35206,40.1128,-94.8225,ACTIVE,20.81,3.3762,17.4338,11.254
106416,20170121|961|1|1|1962060,4/16/17,NA,3517,MUNCHI CHZ FX  8OZ,58,Salty Snacks-other (157),5,Salty Snacks,161,467,961 Burlington,211 S Main St,Burlington,82411,44.4447,-108.431,ACTIVE,3.29,0.87,2.42,1
344672,20170815|554|1|1|3983767,11/8/17,NA,8971,MO 10 MONOPOLY 071,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,289,554 Saint Joseph,2514 Frederick Ave,Saint Joseph,64506,39.7767,-94.8298,CLOSED,10,0.5,9.5,1
1667733,20170202|890|2|2|1712515,4/28/17,NA,217,DT MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,420,890 Hitchcock,107 W Main St,Hitchcock,73744,35.9682,-98.3491,ACTIVE,1.89,0.78118,1.10882,1
942670,20161019|368|2|2|2822336,1/12/17,7570.634,1298,JACKLI TRYK STK 1CT,66,Alt Snack-meat Snacks (171),146,Jerky (305),219,137,368 Harrisburg,306 State St,Harrisburg,69345,41.5565,-103.741,ACTIVE,2.39,2.05864,0.33136,1
1264491,20170924|497|2|2|1958375,12/18/17,NA,1839,POLICE/FIRE FTN DISCOUNT,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,0,0,0,NA
660096,20170423|120|1|3|394090,7/17/17,NA,6322,SPRITE 2LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,10,120 Clanton,1415 7Th Street South,Clanton,35045,43.2007,-91.1525,ACTIVE,2.39,0.92714,1.46286,1
1194168,20180521|465|2|2|3941200,8/14/18,NA,17104,BODY ARMOR TROP PNCH 28OZ,252,Sports Drinks,150,Juice/tonics,132,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,2,0.5,1.5,1
1653735,20171204|887|2|2|4712916,2/27/18,NA,10864,CRSNT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,2.25,1.316,0.934,1
1138704,20180628|412|1|1|3242934,9/21/18,1402.934,10803,BISCUITS N GRAVY  HALF FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,1.99,1.683,0.307,1
2215099,20190626|391|2|1|7555742,9/19/19,10122.49,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,10,1.3047,8.6953,4.349
91400,20190630|381|2|1|4686880,9/23/19,10074.554,1372,JACKLI TRYK BF JRKY 3.25OZ,66,Alt Snack-meat Snacks (171),146,Jerky (305),219,151,381 Midway,323 Highway 178 W,Midway,72651,36.3862,-92.4672,ACTIVE,5,0.69333,4.30667,1
2584067,20190218|535|5|2|3728812,5/14/19,NA,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,280,535 Lowden,308 Washington Ave,Lowden,52255,41.858,-90.9264,ACTIVE,25,25,0,1
331665,20161114|484|1|2|3009158,2/7/17,NA,6246,COKE 12OZ GLS,250,Pk Bev-csd/pop (71),243,Pop (587),448,241,484 Zalma,7173 Main St,Zalma,63787,37.158,-90.1214,CLOSED,1.59,0.57078,1.01922,1
1760405,20170803|952|3|1|3637606,10/27/17,NA,6264,FRESCA 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,458,952 Tie Siding,1741 S Us Highway 287,Tie Siding,82084,41.0813,-105.509,ACTIVE,1.5,0.44444,1.05556,1
367734,20180405|1871|2|2|163605,6/29/18,NA,11933,GUMOUT 2X FUEL INJECT 6OZ,128,Auto-other Additives (245),174,Automotive (35),69,58,1871 Vestavia Hills,1300 Montgomery Highway,Vestavia Hills,35216,35.8138,-94.6289,ACTIVE,3.99,1.75429,2.23571,1
2778154,20161211|229|1|1|3691593,3/6/17,NA,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,92,229 Independence,200 2Nd Ave Ne,Independence,50644,42.47,-91.893,ACTIVE,3.38,2.127424,1.252576,2
2750148,20170115|487|2|2|1948352,4/10/17,NA,216,MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,244,487 Glenallen,1 Short St,Glenallen,63751,37.3172,-90.0274,ACTIVE,1.6,0.50444,1.09556,1
1765846,20170411|952|2|1|3425956,7/5/17,NA,2324,LD NTTY BAR 2CT BAR 3OZ,60,Cakes & pastrie,262,Bread & Cakes,217,458,952 Tie Siding,1741 S Us Highway 287,Tie Siding,82084,41.0813,-105.509,ACTIVE,0.75,0.27,0.48,1
1666286,20180922|890|3|1|2735242,12/16/18,NA,15032,MENS OSU T SHRT,193,Wearables,14,Clothing,1437,420,890 Hitchcock,107 W Main St,Hitchcock,73744,35.9682,-98.3491,ACTIVE,13.99,6.99,7,1
1808903,20180803|979|1|3|1171930,10/27/18,NA,10990,HAM & SWISS ARTISAN BUN,274,Cold Food,273,Cold Sandwiches,34,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,3.99,2.664,1.326,1
1181158,20190128|453|3|1|4862549,4/23/19,NA,3309,L&M 100 BX,207,Cig-off Inv-discount (442),11,Off Invoice Cigs (104),27,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,4.61,0.84,3.77,1
222496,20181202|615|3|1|3214053,2/25/19,NA,5145,SKITTLE 2.17OZ REG,267,Healthy Candy,331,Candy,230,318,615 Stickney,309 Main St,Stickney,57375,43.5894,-98.4377,ACTIVE,1.49,0.865,0.625,1
2141638,20191003|50|2|2|4160585,12/27/19,4550.842,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,260,50 Andalusia,540 West Bypass,Andalusia,36420,41.2039,-94.4171,ACTIVE,25,3.0876,21.9124,10.292
2721569,20170918|152|4|1|5028601,12/12/17,4267.958,3002,MARLB GLD BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,42,152 Wilmot,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,ACTIVE,11.98,0.32798,11.65202,2
651517,20180203|95|1|3|2937512,4/29/18,NA,6246,COKE 12OZ GLS,250,Pk Bev-csd/pop (71),243,Pop (587),448,457,95 Spencer,11 E 18Th St,Spencer,51301,43.1564,-95.1451,ACTIVE,1.59,0.57,1.02,1
1409485,20181018|561|2|2|8133228,1/11/19,NA,6301,POWERADE GRP 32OZ,252,Sports Drinks,150,Juice/tonics,132,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,1.66,0.57444,1.08556,1
2060312,20180729|2926|1|100|2991503,10/22/18,NA,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,114,2926 Commerce City,8096 Brighton Rd,Commerce City,80022,39.8437,-104.921,ACTIVE,28.75,2.7831,25.9669,9.277
1162917,20170630|433|2|1|4201493,9/23/17,1797.772,5368,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,2,2,0,2
1639328,20190520|886|1|2|5440570,8/13/19,NA,7524,RED BULL PEAR EDT SF 12OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,417,886 Geary,120 Nw 1St St,Geary,73040,35.6319,-98.3186,ACTIVE,2.75,0.82696,1.92304,1
2278538,20171126|556|3|2|3032712,2/19/18,340.436,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,20,2.7039,17.2961,9.013
1551931,20180131|670|4|2|5624606,4/26/18,NA,3204,MARLB MEN GLD BX S50 SPNSH,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,5.96,1.0325,4.9275,1
2819728,20180501|650|1|2|3915024,7/25/18,7414.278,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,327,650 Thornton,8804 Washington St,Thornton,80229,39.8564,-104.978,ACTIVE,1.69,0.902491,0.787509,1
688488,20190731|143|1|1|5930278,10/24/19,NA,9198,ESSENTIA WTR 1LT,255,Bottled Water,150,Juice/tonics,174,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,4,1.5,2.5,2
1997663,20181217|187|2|2|2638503,3/12/19,NA,18963,DIESELBIO,1,Fuel Premuim,78,Fuel,68,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,201.23,21.0414,180.1886,70.138
2856874,20190921|156|3|2|3619556,12/15/19,NA,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,1.49,0.966561,0.523439,1
860898,20171019|250|3|1|4174331,1/12/18,NA,15085,F REAL MANGO SMTH 16OZ,159,Still Drinks,234,Frozen Dispensed Beverage,26,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,3.19,3.19,0,1
1087528,20170519|397|3|1|3812428,8/12/17,NA,15220,AR PLATINUM 7S 392,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,166,397 Pea Ridge,468 N Curtis Ave,Pea Ridge,72751,36.4456,-94.1154,ACTIVE,5,0.25,4.75,1
1848826,20171205|1837|2|2|1056030,2/28/18,NA,4343,REESES FST BRK 3.5OZ KS,266,Vegan Candy,331,Candy,304,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,1.99,0.93895,1.05105,1
583721,20161118|29|1|100|3295194,2/11/17,NA,19024,Soy Diesel,1,Fuel Premuim,78,Fuel,68,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,20.01,2.6925,17.3175,8.975
1739758,20190909|930|1|1|4613049,12/3/19,NA,5345,JUICY DROP POP SKU .92OZ,267,Healthy Candy,331,Candy,230,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,2.29,1.07667,1.21333,1
1467995,20180904|571|3|1|3740040,11/28/18,3161.554,9100,MO 777 203,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,4,0.2,3.8,2
1135923,20171116|412|1|2|2890246,2/9/18,NA,3788,BAKENET HT N SPCY 2.6OZ,58,Salty Snacks-other (157),5,Salty Snacks,161,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,1.69,0.51,1.18,1
1192178,20190218|465|2|2|4635796,5/14/19,7294.864,5564,GRIZZLY FC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,4.19,1.13333,3.05667,1
2151805,20190422|143|1|100|5724118,7/16/19,10311.852,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,44.05,5.2248,38.8252,17.416
154350,20170716|361|2|2|2288222,10/9/17,NA,12498,MENTOS FRT 1.32OZ REG,264,Mints,331,Candy,45,131,361 Oakdale,500 Hohman St,Oakdale,68761,42.0694,-97.9698,ACTIVE,1.29,0.66611,0.62389,1
1558603,20190313|670|1|100|6872217,6/6/19,2341.224,18978,G87E10M-B34,1,Fuel Premuim,78,Fuel,68,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,35.02,4.0737,30.9463,13.579
2422815,20190801|979|2|2|1734599,10/25/19,1406.18,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,3.18,1.708277,1.471723,2
838992,20181219|229|4|2|5269742,3/14/19,NA,11054,SLC PZ BRKFST 13IN FCS,287,Slices,277,Pizza,39,92,229 Independence,200 2Nd Ave Ne,Independence,50644,42.47,-91.893,ACTIVE,1,0.69,0.31,1
1288442,20190911|498|2|2|6141825,12/5/19,NA,5185,DOVE MLK CHOC BAR 1.44OZ REG,266,Vegan Candy,331,Candy,304,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,1.59,0.9075,0.6825,1
1557784,20190902|670|1|2|7443336,11/26/19,NA,3752,DORITO NCHO 3.1OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,1.89,0.57829,1.31171,1
133141,20170521|435|1|2|2670625,8/14/17,NA,9050,MO $500 MADNESS 153,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,199,435 Golden City,519 Main St,Golden City,64748,37.3929,-94.0928,ACTIVE,10,0.5,9.5,2
1441941,20170701|562|1|2|3765076,9/24/17,NA,3779,CHEETO CRNCHY 3.5OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,297,562 Columbia,101 S Providence Rd,Columbia,65203,38.9509,-92.3362,ACTIVE,1.5,0.32042,1.17958,1
2109725,20171012|203|1|100|2191996,1/5/18,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,67,203 Waterloo,1422 Flammang Dr,Waterloo,50702,42.4583,-92.3276,CLOSED,19.75,2.409,17.341,8.03
1928911,20170829|487|2|2|2227382,11/22/17,NA,18953,PrepayFuel,1,Fuel Premuim,78,Fuel,68,244,487 Glenallen,1 Short St,Glenallen,63751,37.3172,-90.0274,ACTIVE,0,NA,NA,NA
1724123,20190720|921|3|2|3793882,10/13/19,NA,12749,PERRIER SPRKLNG STRWBRY 16.9OZ,255,Bottled Water,150,Juice/tonics,174,440,921 Greenwood Vlg,8525 E Arapahoe Rd,Greenwood Vlg,80112,39.5964,-104.891,ACTIVE,1.49,0.74496,0.74504,1
485691,20190807|388|2|1|2719833,10/31/19,NA,3331,MARLB EDGE BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,158,388 Decatur,750 E Roller Ave,Decatur,72722,36.3362,-94.4536,ACTIVE,5.75,0.39333,5.35667,1
2483748,20161220|520|5|1|3783095,3/15/17,NA,14921,POP DEP SINGLE,187,Pk Bev-pop Deposit (411),244,Pop Deposits (588),7,274,520 Atlantic,1630 E 7Th St,Atlantic,50022,41.4048,-94.9895,ACTIVE,0.05,0,0.05,NA
365461,20170531|873|3|2|2182388,8/24/17,6583.844,18767,LINDT HELLO CRML BRWNIE STK 1.4OZ,266,Vegan Candy,331,Candy,304,405,873 Turpin,419 S Main St,Turpin,73950,36.8634,-100.878,ACTIVE,1.49,0.76786,0.72214,1
2738514,20180131|59|1|1|3231221,4/26/18,5929.286,18384,BEER DEP SINGLE,186,Beer-deposits (410),247,Beer Deposits (66),13,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,0.1,0,0.1,NA
1677330,20180804|891|1|1|2927145,10/28/18,NA,17067,RXBAR CHOC SSLT 1.83OZ,70,Healthy Snacks,65,Health Snacks,184,421,891 Canton,202 W Main St,Canton,73724,36.0537,-98.5899,ACTIVE,2.99,1.50667,1.48333,1
2316359,20180913|887|1|100|5322959,12/7/18,NA,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,40.36,4.6233,35.7367,15.411
1669214,20170820|890|2|2|2070855,11/13/17,NA,18235,LOTTO WIN,137,Lotto (271),136,Lotto (271),2,420,890 Hitchcock,107 W Main St,Hitchcock,73744,35.9682,-98.3491,ACTIVE,-20,0,0,20
